PC1,PC2,PC3,PC4,PC5
-0.47486967,0.64869225,0.119176745,-0.5897739,0.09817886
-0.6526732,0.48060715,0.052727103,-0.710773,-0.28856343
-0.38411152,0.10290611,0.14937413,-1.086779,-0.4297704
-0.11499885,-0.12548661,0.24934661,-1.3600299,-0.6252191
0.2236106,-0.15752757,-0.040230155,-1.2381265,-0.48146027
0.8250701,-0.04531443,-0.2010119,-0.9265784,-0.19093955
1.0226005,0.3211006,-0.1983267,-0.5322803,-0.19236648
0.6690267,0.6151663,-0.22298586,-0.36431658,-0.017629147
0.47024196,0.6952287,-0.23370516,-0.34175694,0.09822607
0.40145683,0.71393883,-0.25366604,-0.31828058,0.10987139
0.36433178,0.68375885,-0.32276964,-0.3174137,0.05839467
0.27584243,0.6673933,-0.3767022,-0.32825243,0.071947455
0.29874945,0.5948838,-0.42931807,-0.34845412,-0.0009229183
0.34843332,0.5536941,-0.4590217,-0.36834502,-0.06564677
0.31418115,0.5632783,-0.49173462,-0.3775841,-0.050654054
0.30113465,0.5569426,-0.5192009,-0.39368773,-0.046786427
0.28137305,0.5408665,-0.53844416,-0.4156571,-0.029616833
0.29144323,0.5049249,-0.5450386,-0.44101715,-0.037912846
0.36670595,0.44245493,-0.52054393,-0.47608542,-0.0837003
0.47889775,0.38981926,-0.44558275,-0.5034587,-0.10387826
0.5865386,0.37587798,-0.37497532,-0.5016426,-0.12759233
0.68460876,0.3772503,-0.29781997,-0.468704,-0.14302671
0.7909085,0.41249907,-0.22159052,-0.39707303,-0.13112926
0.8803188,0.45993197,-0.1282326,-0.30899107,-0.09102726
0.71887153,0.5370189,-0.07421291,-0.27179778,0.030928254
-0.7345674,0.55765235,-0.12467229,-0.6869588,-0.087518096
-0.6176787,0.5198375,-0.24728787,-0.7640172,-0.11099374
-0.46768737,0.47319138,-0.3514229,-0.80228966,-0.114577055
-0.36723924,0.44220078,-0.40965402,-0.8146434,-0.113973975
-0.34304178,0.43939126,-0.42309415,-0.8229604,-0.080720544
-0.3400378,0.44624078,-0.43538368,-0.81937134,-0.05067861
-0.3484248,0.46595895,-0.46417093,-0.7922578,-0.027140737
-0.35771865,0.4735335,-0.46638405,-0.77679724,-0.037772536
-0.37364382,0.4863659,-0.4663149,-0.76301813,-0.04056406
-0.37222815,0.48358786,-0.44811285,-0.75692606,-0.048660636
-0.32782713,0.4598564,-0.44420767,-0.7490457,-0.12047553
-0.26960337,0.42847073,-0.4068774,-0.75479984,-0.1499896
-0.22879763,0.4058529,-0.3230909,-0.7678715,-0.12637949
-0.14098173,0.39971077,-0.24056327,-0.7576594,-0.13817132
-0.027049785,0.409176,-0.1928016,-0.7282734,-0.1485889
0.26667184,0.44057477,-0.222561,-0.6347256,-0.22722948
0.11858505,0.57181156,-0.2992257,-0.53537726,-0.22208166
-0.22981243,0.65755284,-0.25072014,-0.55026054,0.09216428
-0.23910056,0.5214788,-0.7301694,-0.6678215,-0.27735817
-0.011654243,0.45809948,-0.46283114,-0.7263085,-0.31066513
0.83121055,0.4570557,0.02306068,-0.45588154,-0.08604801
0.56239176,0.5943173,0.05434501,-0.42078233,0.17217553
-0.87430054,0.7354275,-0.18006504,-0.65969837,0.2176081
-0.79725856,0.7429489,-0.22740233,-0.633891,0.16686213
-0.75369716,0.741614,-0.2416805,-0.61839485,0.15226233
-0.7193224,0.7209896,-0.23656058,-0.6185136,0.14197409
-0.6879363,0.696324,-0.21307242,-0.62660104,0.13391805
-0.6814025,0.6799544,-0.18841398,-0.6370442,0.14162982
-0.6811783,0.6648673,-0.1638937,-0.65017736,0.15638208
-0.71257955,0.6693655,-0.14559996,-0.6565689,0.17105389
-0.75134844,0.6725708,-0.1370951,-0.66794515,0.17706156
-0.75787854,0.666777,-0.13068235,-0.67772186,0.18004978
-0.76207584,0.6610247,-0.13081276,-0.68686926,0.14458
-0.77184725,0.6703707,-0.14860642,-0.6837903,0.11228299
-0.7543581,0.6702384,-0.16806018,-0.6790804,0.06923652
-0.73962075,0.6690382,-0.19279253,-0.66828567,0.06047678
-0.72608167,0.66612184,-0.2228316,-0.65240717,0.036846876
-0.707391,0.67448103,-0.23793209,-0.636099,0.003558755
-0.7080516,0.67549765,-0.21174014,-0.6432854,-0.050041318
-0.5879218,0.6368104,-0.095837,-0.64984787,-0.08130479
-0.29939434,0.6191269,0.05951345,-0.6053021,-0.07395077
-0.19594993,0.6238452,0.12124646,-0.56041056,0.02862811
-0.49338222,0.40529191,-0.021996498,-0.7684613,-0.24337536
-0.17884003,0.01269424,0.060230613,-1.1482636,-0.4426945
0.11885534,-0.1866976,0.09065187,-1.3174899,-0.57437557
0.47500807,-0.1999675,-0.085396886,-1.186957,-0.43063784
0.9630561,-0.023312688,-0.14303553,-0.85280395,-0.13220179
1.0224545,0.32814705,-0.19917536,-0.5158359,-0.12906766
0.6402476,0.62003696,-0.26249516,-0.3628813,0.024816751
0.50571793,0.6644856,-0.2820567,-0.34925687,0.07066071
0.43720084,0.6779119,-0.30735695,-0.33150542,0.078965545
0.37818414,0.6694156,-0.4000572,-0.32629633,0.056688666
0.31430992,0.6383523,-0.48298,-0.334324,0.045098186
0.29121828,0.5984262,-0.55365634,-0.3467381,0.016008615
0.3229654,0.55419934,-0.5877007,-0.36260247,-0.052422166
0.3284819,0.5242497,-0.58263505,-0.39897144,-0.06796539
0.31693035,0.5156292,-0.5831491,-0.42607683,-0.067489386
0.3048342,0.506364,-0.60623884,-0.4375022,-0.063557744
0.29561567,0.4931401,-0.6232947,-0.4460541,-0.058139443
0.30107012,0.4499551,-0.59527695,-0.4723497,-0.07722795
0.47615606,0.37624896,-0.5044819,-0.507298,-0.102264404
0.48799312,0.39349616,-0.4478867,-0.5011375,-0.11505437
0.5156967,0.41895974,-0.36102557,-0.47737896,-0.109998345
0.62450045,0.43998945,-0.26492143,-0.41984558,-0.11643541
0.79953855,0.4733802,-0.14460528,-0.3186897,-0.09449875
0.71687204,0.5515815,-0.090758085,-0.25417376,-0.023099303
0.24284567,0.5697483,0.025044799,-0.3620448,0.41143787
-0.73164684,0.533353,-0.0658685,-0.6776178,0.012276769
-0.6575071,0.5367571,-0.2732588,-0.71880263,-0.15046585
-0.53878915,0.49734414,-0.36075675,-0.77826154,-0.112300634
-0.44336876,0.46261036,-0.44954193,-0.7927658,-0.08989692
-0.36158696,0.4426862,-0.49860036,-0.79873157,-0.07036817
-0.3172751,0.42948377,-0.51512516,-0.8083423,-0.060804248
-0.2858577,0.42220795,-0.5217868,-0.8139188,-0.047892928
-0.26168573,0.4239415,-0.5342306,-0.80836713,-0.068122864
-0.28597084,0.44634593,-0.5517931,-0.77939266,-0.06821787
-0.289018,0.45481694,-0.55531967,-0.7642461,-0.09575391
-0.27778468,0.4541782,-0.540957,-0.7582872,-0.10101247
-0.25971308,0.46178305,-0.55078673,-0.72491896,-0.15543866
-0.2826536,0.46663964,-0.5257846,-0.72245085,-0.20414639
-0.3037073,0.44885623,-0.4635495,-0.74488807,-0.23469341
-0.16941561,0.40423405,-0.34131682,-0.7663994,-0.2091862
-0.07115972,0.3971299,-0.24038422,-0.7532452,-0.17848551
0.29419005,0.40851247,-0.2139324,-0.6558117,-0.2262466
0.26121485,0.53613245,-0.3002094,-0.5532561,-0.218328
-0.037444152,0.6605798,-0.3449353,-0.50722325,-0.11860597
-0.29700595,0.67341864,-0.22428358,-0.59264237,0.22408938
-0.15728416,0.48892343,-0.7443968,-0.6589875,-0.18632555
-0.031610947,0.4334818,-0.49728692,-0.7334913,-0.20753217
0.6319229,0.4461249,-0.027035356,-0.51914585,-0.015605211
0.6004818,0.58721983,0.056498647,-0.40884596,0.16646516
-0.78682506,0.70187485,-0.24879801,-0.62984294,0.25392163
-0.68466204,0.72083557,-0.33908308,-0.59077066,0.14568388
-0.6545107,0.7272166,-0.3690635,-0.5723787,0.10849559
-0.6097166,0.69059527,-0.35770333,-0.5824203,0.09489381
-0.5623136,0.65525615,-0.32851303,-0.5965744,0.09043121
-0.5688746,0.64440954,-0.30488956,-0.611439,0.098220706
-0.5889177,0.6402017,-0.27657437,-0.630828,0.14621747
-0.63160664,0.64754546,-0.25932992,-0.6417465,0.16946316
-0.6647854,0.64933836,-0.24753463,-0.65678036,0.17695737
-0.6691887,0.64350235,-0.24332356,-0.6686742,0.15957546
-0.6817085,0.64776504,-0.24899936,-0.67077255,0.12251353
-0.6781166,0.6432296,-0.2534057,-0.67550826,0.09397864
-0.6562813,0.6399032,-0.26259363,-0.6723547,0.09038949
-0.64212054,0.6478406,-0.28770924,-0.6532619,0.07809913
-0.682902,0.6721922,-0.3263855,-0.6257677,0.07085812
-0.6396902,0.6751007,-0.3512969,-0.6062358,0.027143598
-0.6302933,0.6685442,-0.32002878,-0.6161755,-0.02657497
-0.5134672,0.6139766,-0.15870774,-0.64815575,-0.06979513
-0.04970261,0.6122805,0.030315042,-0.5429583,-0.097758055
-0.23570554,0.22659445,-0.09588122,-0.8911601,-0.21299493
0.14357401,-0.117943645,-0.008979917,-1.2079887,-0.5114896
0.43944207,-0.23442447,-0.03837502,-1.2266302,-0.51425683
0.84673953,-0.19606674,-0.09382188,-1.044828,-0.27212203
1.3010309,0.043426394,-0.12990844,-0.6558802,-0.015640259
1.0575869,0.3737198,-0.27024066,-0.43549258,-0.107462406
0.61328274,0.62033,-0.31249702,-0.34909964,0.065410376
0.531233,0.62365615,-0.34025013,-0.35052383,0.067237616
0.49423665,0.61608756,-0.38101494,-0.34284657,0.043377757
0.45242032,0.6226374,-0.49292433,-0.32970917,-0.030667424
0.3544675,0.61295354,-0.5833825,-0.3401935,0.027325511
0.3067924,0.5908519,-0.6609374,-0.34698832,0.02196312
0.28885487,0.5534574,-0.69470704,-0.3655063,-0.019970655
0.37452564,0.46884072,-0.67519534,-0.4207108,-0.076734304
0.4060067,0.4340831,-0.6463772,-0.46454966,-0.09087002
0.3751641,0.44562256,-0.6602112,-0.4699732,-0.10227096
0.34258056,0.44667065,-0.6721026,-0.46866196,-0.102066636
0.32846224,0.41796935,-0.6411215,-0.48443532,-0.095104456
0.40752485,0.39312613,-0.55652785,-0.5042058,-0.09469235
0.41476756,0.41330636,-0.4962238,-0.49330804,-0.108240604
0.39236242,0.4426304,-0.41691053,-0.47571677,-0.10402942
0.48618847,0.46246397,-0.29849017,-0.43026274,-0.09942305
0.6616296,0.5028125,-0.144359,-0.33750248,-0.053923845
0.6851468,0.5649153,-0.073669314,-0.25473785,-0.005632639
0.24469672,0.5985795,-0.01207006,-0.32844555,0.29681468
-0.7379193,0.59283745,-0.3003968,-0.6273801,-0.08592641
-0.5717871,0.5383178,-0.42358387,-0.70110863,-0.16620314
-0.4438781,0.4725672,-0.47153234,-0.7711799,-0.14539313
-0.36057422,0.43855894,-0.53913295,-0.7810116,-0.089696646
-0.27646777,0.41816103,-0.5843823,-0.7827488,-0.101822495
-0.22574928,0.41308057,-0.614833,-0.78054446,-0.11601508
-0.18764292,0.4061066,-0.6224679,-0.7876048,-0.11769521
-0.17397328,0.4129678,-0.639614,-0.7742841,-0.13302243
-0.21026553,0.4201585,-0.6271635,-0.7714994,-0.07509124
-0.19758762,0.43792665,-0.6477994,-0.74470574,-0.16906023
-0.18872261,0.4366218,-0.62648785,-0.74356186,-0.19340038
-0.17933266,0.44265878,-0.61004543,-0.73036015,-0.21722484
-0.22282358,0.4569031,-0.6050767,-0.71049285,-0.23407722
-0.23232415,0.44340765,-0.56284463,-0.72659576,-0.2689805
-0.14198501,0.39111245,-0.4473747,-0.76202565,-0.20923734
-0.099929884,0.39034665,-0.34592974,-0.7495422,-0.16630757
0.10665126,0.4201976,-0.27603137,-0.6788553,-0.12293303
0.22766016,0.53357446,-0.32283986,-0.5735779,-0.14867389
0.080653846,0.65890276,-0.35765553,-0.50946,-0.12326121
-0.014132032,0.69553006,-0.33016527,-0.5164726,-0.05530536
-0.33876914,0.69827926,-0.26442373,-0.594254,0.16125202
-0.11059429,0.4742931,-0.7533566,-0.61613107,-0.11385894
-0.110516906,0.4332806,-0.59312785,-0.717124,-0.14639008
0.18808968,0.4424361,-0.22620595,-0.64196515,-0.0253613
0.55138916,0.56125367,0.018487811,-0.42914724,0.1535145
-0.69502217,0.68267405,-0.31193936,-0.6001032,0.26959205
-0.57535106,0.69328797,-0.42422402,-0.56482023,0.12728357
-0.5120386,0.6826588,-0.4697944,-0.54511917,0.0614326
-0.46112856,0.64588034,-0.44958472,-0.55740595,0.06770611
-0.4387812,0.626922,-0.41999924,-0.57043886,0.06541419
-0.45822972,0.62381876,-0.4096719,-0.57878006,0.089828014
-0.50287104,0.6308781,-0.39011347,-0.5967437,0.13184059
-0.5337293,0.6293789,-0.37875044,-0.61000043,0.14701629
-0.5568961,0.6371833,-0.3594272,-0.6300733,0.16412282
-0.56821734,0.6383406,-0.3552668,-0.63924986,0.14816833
-0.5764863,0.6404916,-0.34583056,-0.64785314,0.12399769
-0.5757874,0.6310502,-0.33576477,-0.6576962,0.121489406
-0.5580291,0.61641586,-0.3228804,-0.6669267,0.1369363
-0.6136338,0.63103354,-0.30907762,-0.6794761,0.18684757
-0.5552605,0.66374314,-0.4018854,-0.60000175,0.104191184
-0.5299915,0.67051613,-0.39649785,-0.5813481,0.002213478
-0.4585329,0.6193155,-0.22901297,-0.6194031,0.014735341
-0.021360595,0.6104785,-0.022788405,-0.536698,-0.010039806
-0.009153124,0.20764673,-0.25840604,-0.82326925,-0.017687678
0.26432014,-0.09548175,-0.12912822,-1.0920151,-0.30925822
0.6159621,-0.23633015,-0.07543361,-1.1461773,-0.5162847
1.0804999,-0.28635776,-0.07682252,-1.0251216,-0.33683175
1.5984639,-0.09035766,-0.13057649,-0.6696686,0.018013477
1.5343406,0.21952164,-0.35293305,-0.43964636,-0.047126412
0.96514577,0.46620405,-0.3894956,-0.3416096,-0.054458857
0.5949517,0.59749854,-0.3897711,-0.33650404,0.10311079
0.5441672,0.58704555,-0.4243592,-0.34613627,0.040225387
0.51312786,0.58227384,-0.4857906,-0.3399582,-0.0056405067
0.44885772,0.5934974,-0.5795897,-0.33959448,0.0028713942
0.37873948,0.57975376,-0.6719459,-0.3447398,0.021510363
0.33899456,0.5675894,-0.7418076,-0.35061896,0.009415746
0.2972342,0.5422603,-0.77306044,-0.37152874,-0.023881197
0.41842785,0.43483222,-0.76968825,-0.42777562,-0.099640965
0.4390831,0.39893162,-0.74200785,-0.46749026,-0.09997904
0.41474473,0.4013642,-0.74113595,-0.47550952,-0.11995256
0.3566208,0.41223776,-0.72907436,-0.4752453,-0.123704195
0.32315654,0.40619624,-0.67752945,-0.49110264,-0.13107419
0.35708416,0.40218604,-0.5965229,-0.50128555,-0.12890565
0.34928888,0.42499077,-0.5342928,-0.4853673,-0.14473462
0.29028952,0.45672286,-0.47307003,-0.4697951,-0.11379826
0.3629607,0.4877659,-0.33625233,-0.43054545,-0.091370344
0.5268504,0.52225554,-0.16261852,-0.3556955,-0.058193445
0.6619336,0.5797328,-0.056180596,-0.2538265,-0.02165842
0.3678326,0.65943325,-0.0869807,-0.24421084,0.03246641
-0.6296653,0.5555726,-0.39014375,-0.5987081,-0.04133475
-0.46222088,0.49342144,-0.5243529,-0.67879343,-0.19530249
-0.32638368,0.4312898,-0.5685471,-0.74396396,-0.1689111
-0.23262577,0.41039956,-0.6374408,-0.746579,-0.17001617
-0.16461578,0.38761008,-0.66724455,-0.75646406,-0.14856029
-0.11011538,0.36325705,-0.66587126,-0.78544265,-0.16407812
-0.07493013,0.36122048,-0.67705834,-0.78982574,-0.15563953
-0.09643823,0.37486517,-0.6921805,-0.7721669,-0.109612346
-0.13777862,0.38279068,-0.6873876,-0.76557624,-0.060501456
-0.14119744,0.38604772,-0.6823925,-0.7566755,-0.10102415
-0.11299093,0.38972056,-0.6658715,-0.75032276,-0.1765207
-0.0899898,0.39278686,-0.62645566,-0.7540587,-0.20531285
-0.11117059,0.43303788,-0.6048349,-0.72286355,-0.20711625
-0.11182155,0.45098102,-0.5717653,-0.7028914,-0.22548807
-0.11237046,0.4730798,-0.53367126,-0.67656183,-0.21766293
-0.1425895,0.5049025,-0.48322213,-0.6556892,-0.18045652
-0.13316822,0.55265343,-0.44572437,-0.60965234,-0.14516449
-2.1930784e-05,0.5915686,-0.4120165,-0.5625706,-0.14947283
0.18492444,0.6284448,-0.36392105,-0.5270904,-0.15982175
0.25272554,0.6439537,-0.3062483,-0.51226795,-0.14683056
0.13637067,0.6681055,-0.2863556,-0.52366626,-0.10061383
-0.20278837,0.6898781,-0.29491544,-0.5826834,0.03573358
-0.2565532,0.5315701,-0.73902094,-0.6001714,-0.022235155
-0.299873,0.5039569,-0.7423068,-0.68455845,-0.12988591
-0.18109228,0.47267306,-0.49690568,-0.70710087,-0.0765965
0.29027843,0.5447279,-0.20190358,-0.49570137,-0.1149205
-0.47658288,0.6597756,-0.4869262,-0.5367448,0.17190552
-0.34290257,0.6364764,-0.56427383,-0.5123834,0.008865714
-0.3110106,0.6041714,-0.5159286,-0.53296864,0.062224746
-0.31307155,0.5933577,-0.4903028,-0.5472461,0.069346786
-0.3654711,0.61109173,-0.49016774,-0.5535929,0.09008312
-0.40237376,0.61723053,-0.50026786,-0.5589802,0.12636721
-0.4025162,0.61364067,-0.48839796,-0.5730269,0.11765373
-0.39814994,0.632244,-0.49230134,-0.5748818,0.06705022
-0.42940673,0.6384841,-0.44965947,-0.6052939,0.12236309
-0.45792153,0.6446744,-0.41547453,-0.6205144,0.14341068
-0.4888994,0.6321398,-0.3795272,-0.6433354,0.17694044
-0.55126494,0.6143218,-0.3051461,-0.6970533,0.30848086
-0.5024219,0.6504251,-0.38644075,-0.6151706,0.26663768
-0.4246478,0.67038023,-0.42225468,-0.55858326,0.0717119
-0.36675775,0.631755,-0.2661265,-0.5909579,0.110848665
-0.09842144,0.61556804,-0.071159005,-0.55163527,0.1759497
0.0053523816,0.6110054,0.21035707,-0.5292322,1.2005045
0.1886729,0.6254488,0.1449393,-0.46463883,1.2103279
0.3122399,0.11200702,-0.2539438,-0.8683329,0.050261974
0.5542837,-0.1777972,-0.19499028,-1.0479156,-0.19641161
0.84398675,-0.296134,-0.080622315,-1.0899811,-0.42070484
1.261415,-0.26945162,-0.082476735,-0.9193382,-0.308214
1.7710181,-0.03483236,-0.24954343,-0.5818217,-0.07591641
1.673352,0.24105632,-0.43933833,-0.4028418,-0.048060417
1.1059774,0.44263232,-0.5112084,-0.29772276,-0.12471545
0.80087554,0.5388042,-0.55360925,-0.29065794,-0.037245274
0.63519794,0.551798,-0.5294837,-0.3247862,-0.0071151257
0.5632478,0.54474366,-0.5404502,-0.34073758,-0.011376023
0.51655203,0.5443069,-0.5912224,-0.35020542,-0.021524668
0.4385986,0.5628463,-0.66442406,-0.35242105,0.028754473
0.41437277,0.5443822,-0.7469746,-0.35470104,-0.0020407438
0.3699653,0.5285088,-0.8002411,-0.36328435,-0.00503397
0.38289177,0.47557414,-0.81663,-0.4007542,-0.04602599
0.4160126,0.43439066,-0.83661044,-0.42606878,-0.111624
0.39935395,0.4148513,-0.8443738,-0.4443705,-0.1033963
0.37525624,0.40490592,-0.8323618,-0.45729697,-0.11026931
0.33508807,0.38647902,-0.790666,-0.47559023,-0.13103259
0.34839612,0.35950577,-0.7121912,-0.5073607,-0.13642645
0.35742843,0.37800658,-0.6213881,-0.5097108,-0.123788595
0.3050933,0.43131793,-0.5649967,-0.4804911,-0.114977956
0.19278564,0.47505057,-0.5180738,-0.46273005,-0.112440586
0.23293735,0.49975884,-0.37806547,-0.4372598,-0.09266722
0.39748657,0.530635,-0.18063867,-0.37395287,-0.058128476
0.61951166,0.57169044,-0.043350816,-0.26187646,-0.026383877
0.4859764,0.63713443,-0.038225055,-0.21834004,0.02067995
-0.48788223,0.5349132,-0.4289595,-0.56104594,-0.004123211
-0.33065963,0.44894326,-0.5984057,-0.65488875,-0.22127545
-0.15939675,0.3708049,-0.6442841,-0.7192623,-0.22067022
-0.070577055,0.3512684,-0.70066535,-0.728282,-0.22854626
-0.010558823,0.3327695,-0.7279688,-0.73986375,-0.20448029
0.028525244,0.3161764,-0.72758543,-0.76729333,-0.21586978
0.03904025,0.3265649,-0.751907,-0.7591968,-0.20078957
0.010536611,0.34426928,-0.7602128,-0.7541795,-0.16752553
-0.033929486,0.34960377,-0.7640492,-0.7410513,-0.123607635
-0.03886451,0.3314054,-0.73352253,-0.75844616,-0.13839304
-0.016498804,0.34533226,-0.7064625,-0.7455962,-0.15793777
-0.006187048,0.34915793,-0.6644107,-0.7585621,-0.19380748
0.0014902428,0.37900555,-0.62593186,-0.74133766,-0.18419373
0.028700303,0.4329201,-0.59356487,-0.6978854,-0.19502008
0.042595927,0.48453224,-0.5601121,-0.6521251,-0.19287813
-0.014358569,0.535776,-0.52792466,-0.6169925,-0.15043294
0.0045873784,0.55850065,-0.47843444,-0.5988247,-0.1395781
0.13600014,0.5704814,-0.42382336,-0.5799849,-0.18053019
0.25447974,0.58143866,-0.36210442,-0.555767,-0.18295372
0.28615212,0.5872127,-0.3235618,-0.5374366,-0.20024502
0.20992926,0.6066476,-0.31493127,-0.53693485,-0.16823018
-0.008566255,0.65643466,-0.3454455,-0.5498444,-0.12208998
-0.3639825,0.66953194,-0.3170656,-0.60405433,0.119014025
-0.2837522,0.50220406,-0.6371094,-0.71575457,-0.021799445
0.16049416,0.555514,-0.33654225,-0.5326459,-0.0996052
0.20183574,0.5911981,-0.038576007,-0.46384865,0.30947292
-0.24134107,0.5982486,-0.5841571,-0.5129719,0.11861718
-0.18876554,0.56500375,-0.5590608,-0.52099323,0.07734752
-0.21256803,0.5633534,-0.54788685,-0.52937376,0.11298478
-0.28941053,0.5913774,-0.5472721,-0.5448024,0.15683544
-0.2915158,0.59507954,-0.57203925,-0.5376296,0.1715411
-0.2694967,0.59462583,-0.5740367,-0.5369102,0.14021254
-0.25523567,0.6186749,-0.56609523,-0.5446341,0.059892178
-0.3037317,0.63582575,-0.4984746,-0.5819982,0.12993407
-0.35717973,0.64793026,-0.4319793,-0.61009115,0.20459521
-0.41808558,0.6236309,-0.3229288,-0.67092973,0.37666583
-0.29972577,0.66083825,-0.4031204,-0.54483336,0.18672693
-0.20359336,0.64758885,-0.29169464,-0.5416725,0.16283906
-0.10796063,0.6121794,-0.10022211,-0.5612245,0.36818337
0.19065763,0.11599696,-0.28311455,-0.88796955,-0.06039059
0.7602944,-0.21346295,-0.2609185,-1.0150186,-0.17349601
1.0818443,-0.3351425,-0.15956604,-1.026327,-0.37309176
1.4009293,-0.36186087,-0.085047364,-0.9083216,-0.37454683
1.8268836,-0.09468591,-0.15940201,-0.58690035,-0.058180213
1.8027922,0.24196899,-0.46256602,-0.37807,-0.050894976
1.2196176,0.45685065,-0.5933807,-0.26521885,-0.067524314
0.8313698,0.55993617,-0.65790856,-0.27116024,0.024718761
0.7279946,0.5416099,-0.65785754,-0.2939105,-0.037079096
0.6415368,0.5203887,-0.6546973,-0.32448173,-0.034795284
0.57172614,0.51362383,-0.6556293,-0.34201956,-0.04071343
0.48347032,0.52588904,-0.6755105,-0.3634599,0.028607368
0.4338813,0.5346247,-0.72750485,-0.36706084,0.03292334
0.4017831,0.5305494,-0.79309404,-0.3697555,0.0037095547
0.3764063,0.49918568,-0.8406154,-0.38109267,-0.011929393
0.43165478,0.43127882,-0.86898243,-0.41066754,-0.08436954
0.41411394,0.41945136,-0.8912612,-0.42827308,-0.11585963
0.37126613,0.41935027,-0.90760195,-0.43519986,-0.12360239
0.33743012,0.40445077,-0.9033443,-0.44780654,-0.10969043
0.33038032,0.36549842,-0.8629366,-0.47659397,-0.12080395
0.33433056,0.3401978,-0.77614486,-0.5069996,-0.122259974
0.33629245,0.36201203,-0.67849934,-0.50773364,-0.11967003
0.2758966,0.42280924,-0.6035327,-0.4807523,-0.104849935
0.1450879,0.47855675,-0.5479492,-0.46550834,-0.09820318
0.14678584,0.50757754,-0.40523577,-0.44343722,-0.07969308
0.2859769,0.5360385,-0.20718801,-0.38655472,-0.049597383
0.54952955,0.5689236,-0.037644982,-0.27205122,-0.008928418
0.51192015,0.6222259,-0.01281929,-0.20794117,0.027243972
-0.2804691,0.498366,-0.3975656,-0.490546,0.06142044
-0.15090936,0.38383472,-0.6338211,-0.62201,-0.2405467
0.04042994,0.28318608,-0.68733084,-0.699157,-0.27742565
0.13312183,0.26124084,-0.7312225,-0.7179239,-0.30108362
0.17768896,0.25185144,-0.76293933,-0.7302562,-0.27035016
0.18678464,0.25455296,-0.78070366,-0.7481749,-0.2647637
0.16597444,0.28310597,-0.80509484,-0.74106586,-0.24331808
0.12387572,0.31194842,-0.82513535,-0.72393465,-0.21728206
0.07792638,0.30858862,-0.81736887,-0.72709775,-0.17216146
0.059946362,0.3006686,-0.7993015,-0.72949415,-0.15302348
0.08123042,0.2995485,-0.75935113,-0.73404527,-0.15610743
0.096073076,0.30485535,-0.70538867,-0.75247055,-0.19916916
0.15491281,0.31636524,-0.6398722,-0.7555072,-0.19469452
0.14649324,0.390808,-0.612949,-0.7122962,-0.19676244
0.10599454,0.44844973,-0.60403454,-0.6655003,-0.20303202
0.14610581,0.47880232,-0.5327965,-0.64834696,-0.16877604
0.25362486,0.47817242,-0.44716132,-0.6420813,-0.18832922
0.3323341,0.48808825,-0.38062084,-0.62157357,-0.18085265
0.31330675,0.5156666,-0.35922158,-0.58713895,-0.17071092
0.2941807,0.5344511,-0.36471665,-0.5631959,-0.22155702
0.16508763,0.56244814,-0.3870597,-0.55708885,-0.17855406
0.007334441,0.6091238,-0.40091026,-0.55094504,-0.1316278
-0.16588123,0.6327747,-0.37253582,-0.5625614,0.0044784546
0.07192485,0.5332676,-0.47721052,-0.5738262,-0.14087248
0.1921757,0.5626203,-0.07958758,-0.48416945,0.37806666
-0.2193378,0.5853244,-0.549206,-0.51768684,0.25085866
-0.25603136,0.5831233,-0.52980494,-0.5450624,0.2936417
-0.15802723,0.573568,-0.6032107,-0.52745366,0.26418054
-0.088361725,0.56810725,-0.6460773,-0.49409416,0.10617745
-0.102867365,0.6002859,-0.5997678,-0.5216397,0.07647312
-0.16419601,0.6334382,-0.51056373,-0.5618998,0.16516864
-0.23154444,0.6540638,-0.41651988,-0.59806657,0.2652737
-0.14423035,0.65911686,-0.38334095,-0.515419,0.24809432
-0.055141002,0.6528994,-0.26537907,-0.5133748,0.28850365
0.2686642,0.087753534,-0.36418378,-0.85675645,-0.012818575
0.8920861,-0.2440592,-0.28283107,-0.9729811,-0.18035626
1.344737,-0.40767467,-0.15462363,-0.9573459,-0.2899186
1.6035452,-0.38102472,-0.15035713,-0.87436795,-0.3512463
1.8951124,-0.26429677,-0.1251992,-0.6735412,-0.14722764
1.9325743,0.14168322,-0.3311714,-0.39210021,-0.016291857
1.2287556,0.41748536,-0.6225134,-0.28288054,-0.06896043
0.89718467,0.5376612,-0.715515,-0.26037455,-0.019851685
0.69852203,0.5739094,-0.7301787,-0.28636408,0.085904
0.628475,0.5455104,-0.7275516,-0.30481112,0.042577386
0.62577707,0.49533093,-0.75682414,-0.32985055,-0.04115808
0.6076251,0.46701682,-0.7648665,-0.3513496,-0.075684786
0.58602834,0.44015658,-0.7681035,-0.37847883,-0.08017945
0.530119,0.44096744,-0.7854749,-0.3987866,-0.006985426
0.5221378,0.43214142,-0.83204186,-0.40563554,-0.06850147
0.45041424,0.43182576,-0.87841284,-0.40508187,-0.057536483
0.42388636,0.4128176,-0.9143895,-0.41735274,-0.079814315
0.41255766,0.4011513,-0.93834317,-0.42835176,-0.11926758
0.38639802,0.40123904,-0.9514581,-0.43511456,-0.14331615
0.31373152,0.4136244,-0.95862544,-0.43467128,-0.092069745
0.27621427,0.39267647,-0.9427434,-0.4476235,-0.10942745
0.28250647,0.35461104,-0.8686124,-0.48076755,-0.13391733
